public_building_id,City,fire,Projected_Area,Height,Plot_Ratio,Effective_Age,Mean_Age_Score,Pop_Density,Price,Fee,EUI,Real_Total_Pop,Total_Built_Area,Usage
SHB_9dd5701e5a72c7a8,Shanghai,0,442.1074,21.0,1.2,26.0,39.764768544424996,0.02688201272475889,20392.0,0.5,107.1539686726064,83.19315726757047,3094.7518,Residential_3
SHB_be00dd915b070b8a,Shanghai,0,248.7355,18.0,1.8,28.0,42.468058546624775,0.012988237853947128,37324.0,0.6,112.5992859239952,19.383815020322796,1492.413,Residential_3
SHB_57a92be8f76358a1,Shanghai,0,486.5154,18.0,2.2,32.0,46.59108515828954,0.07796436545231454,77000.0,0.65,110.056913956187,227.58518666267395,2919.0924,Residential_3
SHB_ca5a425a57401cde,Shanghai,0,512.7079,18.0,1.6,26.0,42.109191378052664,0.02342680918143965,41705.0,1.55,106.4164738578715,72.06666083469986,3076.2474,Residential_3
SHB_79057095cd095695,Shanghai,0,331.4937,18.0,2.3,22.0,42.10919254404694,0.04416008480437964,75262.0,0.5,106.952771334059,87.8327394247055,1988.9622,Residential_3
SHB_a698dbdc4a877ec2,Shanghai,0,456.706,18.0,1.4,22.0,40.578246227085984,0.012029905442686652,20433.0,1.2,107.5853159867198,32.9647799706459,2740.236,Residential_3
SHB_f2ab4af6c4119447,Shanghai,0,820.6436,36.0,2.0,21.0,40.6118697681283,0.042522391384164075,53500.0,1.05,106.9991289866339,418.74874015331267,9847.7232,Residential_1
SHB_b7d44d0095be6ddf,Shanghai,0,349.3845,15.0,1.38,22.0,40.57824358608377,0.0155507850047556,21411.0,0.24,109.4626129590327,27.166016217470165,1746.9225000000001,Residential_3
SHB_4970c41cf732e147,Shanghai,0,390.7328,21.0,1.7,17.0,43.948721742521414,0.013850382504486706,16960.0,0.75,107.1539686726064,37.882591159343725,2735.1296,Residential_3
SHB_54d024023f921905,Shanghai,0,188.8918,9.0,0.37,15.0,38.137530868422544,0.030578687465842726,52682.0,2.3,195.451468548024,17.32818995118141,566.6754,Residential_1
SHB_10015e0c77f287c6,Shanghai,0,428.5884,45.0,2.5,17.0,38.1375423502398,0.0055002246721439375,29511.0,1.35,106.9552834807568,35.35998737812042,6428.826,Residential_1
SHB_d0678cfbd2dc28e0,Shanghai,0,459.6823,12.0,1.2,14.0,47.32208631478513,0.18247356648083804,47400.0,0.7,193.1126855299547,335.51947491645814,1838.7292,Residential_3
SHB_15ea43a388061b3e,Shanghai,0,721.2214,15.0,1.02,4.0,39.76476051584793,0.00850695467856866,53000.0,4.3,189.7240479988971,30.676988815069194,3606.107,Residential_3
SHB_c3c70f4a91fd3c3b,Shanghai,0,98.2953,18.0,0.5,15.0,39.764723240000585,0.013471146351845393,23400.0,4.7,189.7240479988971,7.944902231991291,589.7718,Residential_3
SHB_ea305347d3dcf9a7,Shanghai,0,489.9353,15.0,1.24,14.0,40.29059034383373,0.020549582280103812,38800.0,1.85,186.0630269224294,50.339828796386726,2449.6765,Residential_3
SHB_e78edf6d790c762f,Shanghai,0,451.1659,18.0,1.17,17.0,40.61186441708375,0.022976276534542317,52000.0,1.8,107.5853159867198,62.196674888134,2706.9954000000002,Residential_3
SHB_a53b69bf4fa5ab9c,Shanghai,0,508.0159,78.0,1.2,30.0,46.426741887648014,0.018955895847531722,86317.0,1.2,187.614026870642,250.37730872154233,13208.4134,Residential_1
SHB_0d1b168d6dffd605,Shanghai,0,419.3721,15.0,1.0,22.0,40.61186684581646,0.04959968778430566,37956.0,0.6,109.4626129590327,104.00362612724304,2096.8605,Residential_3
SHB_75010c97c3fc8104,Shanghai,0,241.6381,33.0,0.22,17.0,39.76474250826967,0.00487223156101743,97673.0,3.8,189.7240479988971,12.950484548807143,2658.0191,Residential_1
SHB_cedac1db3d9969d5,Shanghai,0,178.5469,33.0,2.3,7.0,42.109193974628084,0.06662569224292066,36576.0,1.3,186.0630269224294,130.85391891360283,1964.0158999999999,Residential_1
SHB_fd22fe3a76159ab3,Shanghai,0,703.6356,9.0,1.12,27.0,40.611865677693125,0.03758224200099854,28002.0,0.6,105.8683632534452,79.33261019915342,2110.9067999999997,Residential_1
SHB_dde0d2feefc58711,Shanghai,0,623.1707,18.0,0.5,21.0,43.94872597388601,0.01588970729012444,15700.0,2.0,106.4164738578715,59.412000088691705,3739.0242,Residential_3
SHB_497748d236e9188d,Shanghai,0,478.9617,15.0,1.2,22.0,40.578253748284745,0.03712009545708417,25514.0,0.8,109.4626129590327,88.89552012143655,2394.8085,Residential_3
SHB_d55aa007df870bfc,Shanghai,0,659.9052,18.0,1.2,15.0,40.611868739348516,0.051110939648225176,37078.0,0.3,106.0727756400072,202.37024910449978,3959.4312,Residential_3
SHB_f903ce90a7a7ea01,Shanghai,0,386.261,21.0,2.0,17.0,43.94872036200785,0.012590630815606456,15619.0,0.46,188.2998176949356,34.04288754626876,2703.827,Residential_3
SHB_94ad255dc662b886,Shanghai,1,856.4884,21.0,1.8,20.0,46.33151516423633,0.04535142768068532,151000.0,1.2,187.2485477506866,271.90080212362113,5995.4187999999995,Residential_3
SHB_608321cbadb1f9a1,Shanghai,0,103.1305,9.0,1.8,21.0,42.1090720488613,0.010880626795397216,76364.0,1.5,197.3488026935816,3.3663734451681377,309.3915,Residential_1
SHB_a7ea9633f09e7dca,Shanghai,0,460.3725,24.0,1.2,19.0,39.76476517666294,0.01323698236880921,27840.0,0.45,186.0630269224294,48.75154132467694,3682.98,Residential_3
SHB_d9be8987a85df0e6,Shanghai,0,340.9083,57.0,2.5,12.0,42.46807610959272,0.014767950318227538,55506.0,2.2,107.5199760489703,95.65581991195677,6477.2577,Residential_1
SHB_0d10c49abeb3b9b0,Shanghai,1,738.1349,21.0,1.8,22.0,47.96921751715104,0.03662990831508763,75493.0,0.8,187.419098055674,189.26469597816464,5166.9443,Residential_3
SHB_d7c761307eb11d59,Shanghai,0,403.04,12.0,1.3,24.0,39.764759205178876,0.017943378996345054,30443.0,0.6,187.0125888573417,28.927597882747644,1612.16,Residential_3
SHB_78be068cf2e334a7,Shanghai,0,268.164,24.0,2.0,28.0,46.33150701389394,0.021522528209958623,52184.0,0.6,109.8196341639771,46.17253803916275,2145.312,Residential_3
SHB_83fdcc85f4ef8214,Shanghai,0,769.6945,36.0,1.8,12.0,42.468076156661205,0.009836021743366338,28000.0,0.5,187.2485477506866,90.84878205299377,9236.333999999999,Residential_1
SHB_d6ad0402a55d9a39,Shanghai,0,429.2956,12.0,1.3,9.0,42.10916453596931,0.007483928911016759,83809.0,3.5,193.1126855299547,12.851271008849144,1717.1824,Residential_3
SHB_08ef8bece5455bf7,Shanghai,0,391.8504,45.0,3.8,17.0,46.331514562074474,0.040442489669754986,122191.0,2.3,108.419481966606,237.71108631134035,5877.755999999999,Residential_1
SHB_cc20e39dc460dbcd,Shanghai,0,530.7766,18.0,1.8,17.0,40.61186883029052,0.06216505968471446,65888.0,0.9,106.4164738578715,197.97455410949888,3184.6596,Residential_3
SHB_fe4d1baf170c5ead,Shanghai,0,451.2742,18.0,2.2,39.0,45.87431484199236,0.05189245149990257,56989.0,1.0,115.3254069712001,140.506347219944,2707.6452,Residential_3
SHB_6ac94fa3f6b76034,Shanghai,0,662.5461,33.0,1.68,22.0,42.46807863565547,0.02722136782156149,64205.0,1.5,105.7712870257849,198.3895219552517,7288.007100000001,Residential_1
SHB_67cbaf0965209311,Shanghai,0,834.6565,18.0,1.2,7.0,42.1091959858748,0.06827704725060961,57647.0,0.8,186.0630269224294,341.9272877311707,5007.939,Residential_3
SHB_250c68ee62e2b503,Shanghai,0,473.9241,18.0,1.85,22.0,46.591084257419205,0.04751690467629269,45007.0,0.5,191.0414887439485,135.11643770098684,2843.5446,Residential_3
SHB_8f95430115ed85be,Shanghai,0,344.8371,9.0,1.2,27.0,40.611861048311674,0.03767503788130093,177208.0,7.5,277.1405325149242,38.97525241613388,1034.5113000000001,Residential_1
SHB_c16d7b48020e2888,Shanghai,0,111.7268,8.0,1.2,25.0,46.187132532568846,0.09452768338798814,136363.0,5.0,186.0630269224294,21.122551152706148,223.4536,Residential_1
SHB_d53ae6e4313a6dd0,Shanghai,0,143.2625,9.0,0.2,12.0,38.13750505651982,0.018556409227048192,76189.0,1.96,195.451468548024,7.975312730669975,429.78749999999997,Residential_1
SHB_38904d335e9817b1,Shanghai,0,729.546,33.0,1.31,13.0,40.290588935516986,0.005526799696436005,35330.0,1.7,188.783576376697,44.35260072469712,8025.006,Residential_1
SHB_4b07842c6afa44f9,Shanghai,0,139.6005,9.0,1.39,12.0,38.137516691716755,0.024936713293530952,49200.0,0.7,195.451468548024,10.443532932400704,418.80150000000003,Residential_1
SHB_53f0c67f3afb345f,Shanghai,0,374.2125,18.0,2.0,27.0,46.847560905843096,0.01826169718345986,49000.0,0.95,191.0414887439485,41.00253214359283,2245.2749999999996,Residential_3
SHB_d0fd50c13d466515,Shanghai,0,159.2312,9.0,2.1,22.0,47.32207546341056,0.080690368353326,46400.0,0.25,193.1126855299547,38.545272544026375,477.6936,Residential_1
SHB_1e8350d4b37f8a6a,Shanghai,1,427.9409,18.0,1.3,22.0,42.109191338582704,0.027535312747297272,51117.0,0.45,106.952771334059,70.7009191131592,2567.6454,Residential_3
SHB_1713f09b4084834f,Shanghai,0,462.2182,18.0,1.6,22.0,42.46807666577412,0.03875087628072185,36135.0,1.6,107.5853159867198,107.4681616973877,2773.3092,Residential_3
SHB_1a5e431dbe6d87c9,Shanghai,0,407.4351,6.0,1.0,7.0,40.61186449225253,0.07822887852078209,37890.0,1.2,274.2758623545001,63.746381886005395,814.8702,Residential_1
SHB_0b5c3b27bacdc7ec,Shanghai,0,140.6537,9.0,0.26,20.0,38.137546349711606,0.13614888925739851,71088.0,2.2,195.451468548024,57.44953507483006,421.9611,Residential_1
SHB_4c2f98cab75f4fe6,Shanghai,0,367.2133,21.0,0.5,17.0,43.948718160754524,0.011166791211418139,18199.0,1.5,107.1539686726064,28.70415975809097,2570.4931,Residential_3
SHB_d0c2f7d42dcd831b,Shanghai,0,227.5097,6.0,0.28,11.0,42.10918203416867,0.06070634594861179,209369.0,5.6,275.8490294326924,27.622565109729766,455.0194,Residential_1
SHB_8a07bd045defb90f,Shanghai,0,345.7117,69.0,2.0,12.0,42.10919185832933,0.00987928787353981,58870.0,1.5,107.9804068082134,78.55386432766916,7951.3691,Residential_1
SHB_b09379b75a35ee94,Shanghai,0,170.5214,9.0,0.3,18.0,38.137513076432164,0.018760218020226403,56060.0,2.3,195.451468548024,9.597055923342705,511.5642,Residential_1
SHB_739e31bac678d705,Shanghai,0,402.6034,45.0,1.8,14.0,42.109192541424,0.014306453171449816,41776.0,1.1,105.6399328150921,86.3974003314972,6039.051,Residential_1
SHB_a89517102e909443,Shanghai,0,240.9195,9.0,0.7,1.0,39.76470087361439,0.007609062876384904,28488.0,4.4,278.6082817937599,5.499514870941638,722.7585,Residential_1
SHB_5490830da3143b08,Shanghai,0,303.6203,18.0,1.3,22.0,42.109186356128006,0.021357683308106046,43723.0,0.2,196.9700178190189,38.9077572798729,1821.7217999999998,Residential_3
SHB_447646b419cc6156,Shanghai,0,400.5738,18.0,1.2,28.0,46.331512382060666,0.04559267714934248,53750.0,0.8,191.0414887439485,109.57939162731171,2403.4428,Residential_3
SHB_7cbfdae95c256168,Shanghai,0,667.2252,21.0,3.3,19.0,47.70593679187797,0.15072362942011355,86847.0,1.95,106.0727756400072,703.9662264919281,4670.5764,Residential_3
SHB_97009716b131caa1,Shanghai,0,89.2484,9.0,2.0,19.0,40.611840672518525,0.050276393140164986,66230.0,0.6,193.1126855299547,13.461262936592103,267.7452,Residential_1
SHB_de278a1562f27f03,Shanghai,0,158.8294,9.0,1.8,21.0,42.109088500890145,0.008121706790041377,76364.0,1.5,195.2049422402298,3.869897449314594,476.4882,Residential_1
SHB_605ddd93caa888d0,Shanghai,0,230.1536,36.0,1.8,13.0,40.611865474761075,0.02755750532500688,42956.0,0.8,186.0630269224294,76.10950869083405,2761.8432000000003,Residential_1
SHB_b7a8add0e5df6197,Shanghai,0,345.3011,12.0,0.6,12.0,42.10917443979402,0.0131648366681251,55381.0,2.25,195.451468548024,18.18333033129573,1381.2044,Residential_3
SHB_78b93238c3e4b7b5,Shanghai,0,203.8112,18.0,1.6,17.0,40.29058866702488,0.03497513662589421,38942.0,0.4,109.8196341639771,42.76994739532471,1222.8672000000001,Residential_3
SHB_4c17d55c1b063667,Shanghai,0,341.7249,18.0,3.2,26.0,40.29059070944051,0.025802922988414315,41122.0,0.3,187.2485477506866,52.9050076675415,2050.3494,Residential_3
SHB_60a39ef180b4360d,Shanghai,0,538.9086,30.0,2.6,22.0,38.137550734017346,0.03309930278745361,48214.0,1.5,107.4101180895406,178.3749892616272,5389.085999999999,Residential_1
SHB_b1cfb82763b22d56,Shanghai,0,500.5721,21.0,1.22,17.0,43.94871842835699,0.008281726962724065,21148.0,1.5,188.2998176949356,29.019210201501846,3504.0047,Residential_3
SHB_3024d8e9a49e3814,Shanghai,0,111.4661,15.0,0.42,13.0,39.7647018620818,0.01001295241907656,56331.0,3.5,109.4626129590327,5.580523778200149,557.3305,Residential_3
SHB_72baec9c0ff2208b,Shanghai,0,232.0059,6.0,1.5,42.0,45.87431327514659,0.20193920115514558,56485.0,0.6,276.9039954584068,93.70217221856117,464.0118,Residential_1
SHB_9107dc5a8217a8d4,Shanghai,0,131.2936,9.0,0.5,27.0,42.109154590618004,0.025064160420586245,53985.0,1.8,116.6010685283568,9.872291557788847,393.8808,Residential_1
SHB_de32ac1c0b62bdb1,Shanghai,0,372.4871,27.0,2.3,7.0,40.611865580453234,0.023406285569297056,41926.0,1.12,186.0630269224294,78.46685490131378,3352.3839,Residential_3
SHB_d78b770fca4e4a93,Shanghai,0,174.4393,18.0,1.9,12.0,46.84756759259786,0.09767350537472158,45200.0,0.85,187.2485477506866,102.22858743667602,1046.6358,Residential_3
SHB_e498f6f7bdefc94f,Shanghai,0,124.599,9.0,1.8,21.0,42.1091024358132,0.011902855799143975,76364.0,1.5,197.3488026935816,4.449251789152621,373.797,Residential_1
SHB_23eaa506e12c352d,Shanghai,0,494.7245,18.0,2.0,25.0,42.10919109282182,0.021873152548815673,49658.0,0.7,188.2998176949356,64.92710674881936,2968.3469999999998,Residential_3
SHB_2d52da36af89ba21,Shanghai,0,871.2098,36.0,1.07,20.0,47.322085622729404,0.026978246765561303,72030.0,1.6,105.7712870257849,282.0445556277037,10454.5176,Residential_1
SHB_f15e47534aee6377,Shanghai,0,504.5893,18.0,2.6,25.0,40.57824927035504,0.014766904695632925,16769.0,0.5,107.5853159867198,44.70733262121678,3027.5357999999997,Residential_3
SHB_c550d90d655bf9ef,Shanghai,0,139.3911,9.0,0.66,8.0,39.76471080488185,0.015303148807580502,43887.0,3.8,116.6010685283568,6.399368237257003,418.1733,Residential_1
SHB_9cee7644b08e6fb9,Shanghai,0,253.2321,9.0,1.2,13.0,39.764765547970505,0.06637078980600097,20600.0,0.5,278.6082817937599,50.42164344369667,759.6963000000001,Residential_1
SHB_97abfd601fbd8206,Shanghai,0,310.8158,18.0,1.2,34.0,46.59108186488254,0.04292066808660599,50851.0,0.8,110.056913956187,80.04253072723746,1864.8948,Residential_3
SHB_6e5ee8dae0415423,Shanghai,0,595.1575,9.0,1.4,6.0,42.109141209862436,0.004218033822528012,48000.0,3.3,105.8683632534452,7.531183394193647,1785.4725,Residential_1
SHB_cbdd007bc7703d50,Shanghai,0,385.3231,9.0,1.6,19.0,40.290590928377355,0.04799688015697876,47189.0,2.0,108.1592269976745,55.48291995724663,1155.9693,Residential_1
SHB_f5687a3926aa7bbd,Shanghai,0,171.414,6.0,1.2,24.0,40.61185938554676,0.10366172149488977,74124.0,3.8,193.1126855299547,35.538140656650064,342.828,Residential_1
SHB_8da09e871b4969e9,Shanghai,0,341.7881,15.0,2.2,28.0,42.109185233298106,0.02026943346111557,30259.0,0.3,188.2998176949356,34.63925575375557,1708.9405,Residential_3
SHB_af7ded1465ebc587,Shanghai,0,213.5741,21.0,1.2,21.0,39.76476420036928,0.029126333716744505,25069.0,1.2,109.8196341639771,43.54441356897353,1495.0186999999999,Residential_3
SHB_472a7f3502c2b415,Shanghai,0,548.5918,18.0,1.75,20.0,42.46807308168391,0.01602013536340296,45747.0,0.73,107.5853159867198,52.7310893715173,3291.5508,Residential_3
SHB_555a9a813f6eadf3,Shanghai,0,372.339,12.0,1.2,27.0,40.611861974909935,0.030626602609605553,25400.0,0.55,193.1126855299547,45.61391435623169,1489.356,Residential_3
SHB_0d47cf8f830f8e2a,Shanghai,0,331.0966,21.0,1.2,24.0,39.76475908918083,0.011845176164290367,21869.0,1.2,106.952771334059,27.453282880783078,2317.6762000000003,Residential_3
SHB_d508bf74e29318a8,Shanghai,0,344.7924,18.0,1.79,17.0,42.10918899544986,0.023744153191965166,52154.0,0.8,107.1539686726064,49.12082139015198,2068.7544,Residential_3
SHB_fadc7ef0ed6779af,Shanghai,0,515.5653,12.0,1.8,17.0,40.290591818990265,0.030557448015258403,14650.0,2.0,106.577636016138,63.01743941288441,2062.2612,Residential_3
SHB_b8fc820d19fc87ae,Shanghai,0,183.3935,9.0,0.37,20.0,38.13753657770955,0.04238495068811847,66112.0,3.2,195.451468548024,23.31937336206436,550.1804999999999,Residential_1
SHB_90be3ab24fb26318,Shanghai,0,73.2826,9.0,1.8,21.0,42.1091234218794,0.025966554371064376,76364.0,1.5,197.3488026935816,5.708689852058887,219.8478,Residential_1
SHB_0b12b833653db208,Shanghai,0,143.4735,9.0,0.7,16.0,38.13746069104109,0.009597084992749838,57490.0,2.1,195.451468548024,4.130782121121881,430.4205,Residential_1
SHB_051a6cb0b839e07b,Shanghai,0,183.2065,6.0,0.34,10.0,42.109120693408606,0.015056983466133093,71847.0,2.5,195.2049422402298,5.517074482776225,366.413,Residential_1
SHB_a9cd6671b5bf8dd8,Shanghai,0,129.8757,9.0,0.28,17.0,42.10916340731953,0.03219822168691485,89849.0,2.5,111.2653495585551,12.54529974102974,389.6271,Residential_1
SHB_7d419601704dd25f,Shanghai,0,626.5941,18.0,1.2,22.0,40.290594241470636,0.030657766717697876,31977.0,0.8,106.0727756400072,115.25985446691513,3759.5646,Residential_3
SHB_118662f6806298fb,Shanghai,0,160.0682,18.0,1.8,25.0,42.10917803191386,0.02234002981741418,33701.0,0.8,112.5992859239952,21.455570164918896,960.4091999999999,Residential_3
SHB_ed265e4cc732bd53,Shanghai,0,546.5357,18.0,1.22,19.0,42.10919285776702,0.02727558744349966,52301.0,0.8,106.4164738578715,89.4424936580658,3279.2142000000003,Residential_3
SHB_3f1b669d6dd8ec19,Shanghai,0,158.9245,12.0,1.6,11.0,40.29053341681186,0.009772773327277074,27550.0,2.5,195.451468548024,6.2125324586033805,635.698,Residential_3
SHB_4f131e21a1fad1f9,Shanghai,0,439.0988,15.0,2.4,27.0,40.290591190770314,0.026350302397819023,20317.0,0.5,109.4626129590327,57.85193081259727,2195.4939999999997,Residential_3
SHB_ac6c358c8f452112,Shanghai,0,402.5823,18.0,1.8,12.0,40.29058961036801,0.019701107631195966,38207.0,0.6,187.2485477506866,47.58790333628654,2415.4937999999997,Residential_3
SHB_6cc2758a62d37a54,Shanghai,0,518.6217,15.0,0.8,14.0,42.109178507149494,0.008609848213116942,54025.0,2.3,193.1126855299547,22.326270585143355,2593.1085000000003,Residential_3
SHB_15d7b1e19055cae9,Shanghai,0,392.5253,18.0,1.8,45.0,43.94872385704125,0.019473130861734373,13464.0,0.6,189.7240479988971,45.862179200649265,2355.1518,Residential_3
SHB_3768ed916c8605ec,Shanghai,0,198.455,9.0,0.24,17.0,40.29054249946157,0.01218479006235353,52152.0,6.0,195.2049422402298,7.254397535473109,595.365,Residential_1
SHB_55fe1f08195f54bc,Shanghai,0,456.0049,21.0,1.0,10.0,42.468068513716936,0.01102577886414364,40467.0,2.9,188.2998176949356,35.19466431856154,3192.0343000000003,Residential_3
SHB_12f98a1171273770,Shanghai,0,521.0756,66.0,1.8,20.0,46.84757061835356,0.03150599697715938,59622.0,1.1,188.783576376697,361.1741381263733,11463.6632,Residential_1
SHB_68ca37b2dfc99a60,Shanghai,0,451.8032,15.0,1.39,22.0,42.109180222704246,0.010919565933141718,49312.0,1.21,191.0414887439485,24.66747415602207,2259.016,Residential_3
SHB_d9158e6a73615821,Shanghai,0,404.2709,30.0,2.0,6.0,38.13754132055058,0.008225341817925757,30017.0,1.2,107.4101180895406,33.25266339540482,4042.709,Residential_1
SHB_c791b1c855b76d72,Shanghai,0,153.6989,18.0,1.8,17.0,42.10918113035266,0.02764611551622668,48794.0,0.5,109.8196341639771,25.49506526470184,922.1934000000001,Residential_3
SHB_2ab26d930afec61a,Shanghai,0,408.014,60.0,3.12,21.0,46.84756988161243,0.02326508166858039,87757.0,1.2,106.3644518347447,189.8495806384832,8160.280000000001,Residential_1
SHB_b2863e4c2f079ad0,Shanghai,0,483.3516,15.0,1.7,37.0,46.84756097220157,0.017052587926662578,40686.0,0.8,193.1126855299547,41.211978292465204,2416.7580000000003,Residential_3
SHB_aba80629ef031e84,Shanghai,0,377.2561,18.0,1.2,19.0,39.764761728185555,0.01516395653301514,27840.0,0.45,186.0630269224294,34.32417061328888,2263.5366,Residential_3
SHB_19ee122096fcad71,Shanghai,0,346.4586,30.0,2.19,16.0,40.61185990783994,0.010745146233396854,38859.0,1.5,107.4101180895406,37.22748320817947,3464.586,Residential_1
SHB_167bdaf6feaf4fdb,Shanghai,0,247.4124,18.0,2.2,28.0,46.18713930229083,0.021103512280976976,63641.0,0.2,112.5992859239952,31.327623731195928,1484.4744,Residential_3
SHB_89e4348a625cc4ff,Shanghai,0,344.8307,36.0,1.23,28.0,45.87431436051568,0.03155902356403038,53530.0,1.0,105.7712870257849,130.5902422428131,4137.9684,Residential_1
SHB_1372a6fb8a69e63b,Shanghai,0,211.3687,18.0,3.2,33.0,42.10918958397848,0.041386677632410815,66798.0,0.75,112.5992859239952,52.487089490890504,1268.2122,Residential_3
SHB_e577f1ded5d35459,Shanghai,0,411.4724,15.0,1.6,17.0,42.10919002062697,0.02825717140867011,41626.0,2.3,106.577636016138,58.135230683684355,2057.362,Residential_3
SHB_d9c38bcbf6d2d1d4,Shanghai,0,643.4163,36.0,1.7,17.0,42.46807769646307,0.01903140625187915,54574.0,1.5,108.419481966606,146.9414039325714,7720.9956,Residential_1
SHB_73be1f628d196ac8,Shanghai,0,231.0752,18.0,1.5,57.0,48.37455662366909,0.1137512592385914,77500.0,0.45,188.2998176949356,157.71056987285613,1386.4512,Residential_3
SHB_1e42d39ec68aa068,Shanghai,0,483.8725,18.0,1.5,12.0,42.10919234389683,0.03041273005737975,81729.0,0.47,106.4164738578715,88.2953023481369,2903.235,Residential_3
SHB_9641380689f13244,Shanghai,1,804.8612,15.0,1.86,13.0,45.874310063061664,0.013909362449816299,60992.0,0.6,109.4626129590327,55.975530762970436,4024.3060000000005,Residential_3
SHB_07decdee9940c530,Shanghai,0,393.7863,18.0,1.2,17.0,40.61186908322298,0.08572589702178038,37498.0,0.5,188.2998176949356,202.54610281432747,2362.7178,Residential_3
SHB_45bb4af105754140,Shanghai,0,349.9762,18.0,2.8,27.0,42.10918516702657,0.016311605614810466,51279.0,0.35,189.7240479988971,34.252042493820184,2099.8572,Residential_3
SHB_96a049b669a2623c,Shanghai,0,601.3425,54.0,2.06,12.0,42.109193905227954,0.011810773267546029,80004.0,1.75,107.5199760489703,127.84175862550735,10824.164999999999,Residential_1
SHB_ad55864f15a1a064,Shanghai,1,686.9734,12.0,1.3,11.0,42.109184467343326,0.011882345365701399,90683.0,2.2,187.0125888573417,32.65142078340053,2747.8936,Residential_3
SHB_12df96342bff6399,Shanghai,0,290.4911,18.0,2.14,17.0,40.29059511223496,0.06707464179549619,21034.0,0.5,188.2998176949356,116.90751886367798,1742.9466000000002,Residential_3
SHB_965e0c5f0357b6ef,Shanghai,0,217.1324,18.0,1.7,42.0,45.87431327669153,0.07105079588956863,42794.0,0.55,196.9700178190189,92.56457900047302,1302.7944,Residential_3
SHB_a3ab5b8468371a31,Shanghai,1,469.0567,45.0,2.3,18.0,46.187148810027836,0.012148916900581072,91660.0,1.7,106.9552834807568,85.47796304941178,7035.8505,Residential_1
SHB_a84f49320eb857cd,Shanghai,0,225.8482,15.0,1.2,11.0,39.76474653142947,0.013103868599267631,19500.0,3.1,189.7240479988971,14.79742568090558,1129.241,Residential_3
