Public_file,Field,Description,Unit,Context,Missing_values
figure/figure2/a/Fig2a_national_city_counts.csv,rank,"Rank in the stated group, starting at 1",ordinal,National city event counts,Blank means unavailable or not applicable; source values are retained
figure/figure2/a/Fig2a_national_city_counts.csv,city_name,Named administrative unit represented by the row,category/text,National city event counts,Blank means unavailable or not applicable; source values are retained
figure/figure2/a/Fig2a_national_city_counts.csv,fire_count,Deduplicated fire-event count in the named city,events,National city event counts,Blank means unavailable or not applicable; source values are retained
figure/figure2/a/Fig2a_national_city_counts.csv,is_four_target_city,True/false group-membership flag,boolean,National city event counts,Blank means unavailable or not applicable; source values are retained
figure/figure2/b/Fig2b_city_summary.csv,city,Named administrative unit represented by the row,category/text,City-level context for spatial fire-density analysis,Blank means unavailable or not applicable; source values are retained
figure/figure2/b/Fig2b_city_summary.csv,building_count,"Building count in the indicated inventory, model or population-valid subset",buildings,City-level context for spatial fire-density analysis,Blank means unavailable or not applicable; source values are retained
figure/figure2/b/Fig2b_city_summary.csv,fire_count,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,City-level context for spatial fire-density analysis,Blank means unavailable or not applicable; source values are retained
figure/figure3/a/Fig3a_age_fire_relationship.csv,city,Named administrative unit represented by the row,category/text,"Age-bin counts, exposure and incidence for 2016–2025",Blank means unavailable or not applicable; source values are retained
figure/figure3/a/Fig3a_age_fire_relationship.csv,age_bin,Age or height interval; boundaries retained in the label,years or m; see table,"Age-bin counts, exposure and incidence for 2016–2025",Blank means unavailable or not applicable; source values are retained
figure/figure3/a/Fig3a_age_fire_relationship.csv,fire_count,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,"Age-bin counts, exposure and incidence for 2016–2025",Blank means unavailable or not applicable; source values are retained
figure/figure3/a/Fig3a_age_fire_relationship.csv,exposure_building_years,Supplied building-time exposure denominator for age-bin incidence,building-years,"Age-bin counts, exposure and incidence for 2016–2025",Blank means unavailable or not applicable; source values are retained
figure/figure3/a/Fig3a_age_fire_relationship.csv,normalized_fire_incidence_per_1000_building_years,1000 × fire_count / exposure_building_years,fires per 1000 building-years,"Age-bin counts, exposure and incidence for 2016–2025",Blank means unavailable or not applicable; source values are retained
figure/figure3/a/Fig3a_age_fire_relationship.csv,observation_start_year,Calendar year defining the stated observation or validation scope,year,"Age-bin counts, exposure and incidence for 2016–2025",Blank means unavailable or not applicable; source values are retained
figure/figure3/a/Fig3a_age_fire_relationship.csv,observation_end_year,Calendar year defining the stated observation or validation scope,year,"Age-bin counts, exposure and incidence for 2016–2025",Blank means unavailable or not applicable; source values are retained
figure/figure3/a/Fig3a_age_fire_relationship.csv,scope,"Scope, interpretation or calculation information for the corresponding row",category/text,"Age-bin counts, exposure and incidence for 2016–2025",Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,city,Named administrative unit represented by the row,category/text,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,grid_row,Anonymous local grid index; no geographic origin or transform is supplied,index,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,grid_col,Anonymous local grid index; no geographic origin or transform is supplied,index,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,mean_building_age,Mean or median building age as named by the field,years,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,building_count,"Building count in the indicated inventory, model or population-valid subset",buildings,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,fire_count,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,fire_metric,Grid-level fire metric used to classify the bivariate map; see class ranges,source grid metric,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,age_bin,Age or height interval; boundaries retained in the label,years or m; see table,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,fire_bin,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/bivariate_grid.csv,bivariate_class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Beijing anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/class_counts.csv,city,Named administrative unit represented by the row,category/text,Beijing bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/class_counts.csv,Age_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Beijing bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/class_counts.csv,Fire_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Beijing bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/class_counts.csv,Bi_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Beijing bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/b/class_counts.csv,grid_count,Count or denominator for the row group indicated by the table,count,Beijing bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,city,Named administrative unit represented by the row,category/text,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,grid_row,Anonymous local grid index; no geographic origin or transform is supplied,index,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,grid_col,Anonymous local grid index; no geographic origin or transform is supplied,index,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,mean_building_age,Mean or median building age as named by the field,years,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,building_count,"Building count in the indicated inventory, model or population-valid subset",buildings,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,fire_count,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,fire_metric,Grid-level fire metric used to classify the bivariate map; see class ranges,source grid metric,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,age_bin,Age or height interval; boundaries retained in the label,years or m; see table,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,fire_bin,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/bivariate_grid.csv,bivariate_class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Shanghai anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/class_counts.csv,city,Named administrative unit represented by the row,category/text,Shanghai bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/class_counts.csv,Age_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Shanghai bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/class_counts.csv,Fire_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Shanghai bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/class_counts.csv,Bi_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Shanghai bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/c/class_counts.csv,grid_count,Count or denominator for the row group indicated by the table,count,Shanghai bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/class_ranges.csv,metric,"Named conceptual element, metric, parameter or analysis stage",category/text,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/figure3/class_ranges.csv,class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/figure3/class_ranges.csv,range_low,Class limits or classification thresholds for the named metric,unit of named metric,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/figure3/class_ranges.csv,range_high,Class limits or classification thresholds for the named metric,unit of named metric,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/figure3/class_ranges.csv,thresholds,Class limits or classification thresholds for the named metric,unit of named metric,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,city,Named administrative unit represented by the row,category/text,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,grid_row,Anonymous local grid index; no geographic origin or transform is supplied,index,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,grid_col,Anonymous local grid index; no geographic origin or transform is supplied,index,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,mean_building_age,Mean or median building age as named by the field,years,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,building_count,"Building count in the indicated inventory, model or population-valid subset",buildings,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,fire_count,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,fire_metric,Grid-level fire metric used to classify the bivariate map; see class ranges,source grid metric,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,age_bin,Age or height interval; boundaries retained in the label,years or m; see table,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,fire_bin,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/bivariate_grid.csv,bivariate_class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Guangzhou anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/class_counts.csv,city,Named administrative unit represented by the row,category/text,Guangzhou bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/class_counts.csv,Age_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Guangzhou bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/class_counts.csv,Fire_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Guangzhou bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/class_counts.csv,Bi_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Guangzhou bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/d/class_counts.csv,grid_count,Count or denominator for the row group indicated by the table,count,Guangzhou bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,city,Named administrative unit represented by the row,category/text,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,grid_row,Anonymous local grid index; no geographic origin or transform is supplied,index,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,grid_col,Anonymous local grid index; no geographic origin or transform is supplied,index,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,mean_building_age,Mean or median building age as named by the field,years,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,building_count,"Building count in the indicated inventory, model or population-valid subset",buildings,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,fire_count,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,fire_metric,Grid-level fire metric used to classify the bivariate map; see class ranges,source grid metric,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,age_bin,Age or height interval; boundaries retained in the label,years or m; see table,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,fire_bin,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/bivariate_grid.csv,bivariate_class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Wuhan anonymous age/fire grid,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/class_counts.csv,city,Named administrative unit represented by the row,category/text,Wuhan bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/class_counts.csv,Age_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Wuhan bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/class_counts.csv,Fire_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Wuhan bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/class_counts.csv,Bi_Class,Bivariate map class or marginal class; unclassified cells may be coded 0,class code,Wuhan bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure3/e/class_counts.csv,grid_count,Count or denominator for the row group indicated by the table,count,Wuhan bivariate class frequencies,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4a_conceptual_provenance.csv,panel,Figure panel identifier(s),category/text,Policy height thresholds,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4a_conceptual_provenance.csv,element,"Named conceptual element, metric, parameter or analysis stage",category/text,Policy height thresholds,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4a_conceptual_provenance.csv,display_value,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Policy height thresholds,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4a_conceptual_provenance.csv,unit,Unit of measurement stated by the source,category/text,Policy height thresholds,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4a_conceptual_provenance.csv,role,"Scope, interpretation or calculation information for the corresponding row",category/text,Policy height thresholds,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4a_conceptual_provenance.csv,source_attribution,"Source, comparison, sample or proxy defining the row",category/text,Policy height thresholds,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4a_conceptual_provenance.csv,status,"Scope, interpretation or calculation information for the corresponding row",category/text,Policy height thresholds,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,city,Named administrative unit represented by the row,category/text,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,height_bin,Age or height interval; boundaries retained in the label,years or m; see table,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,building_count,"Building count in the indicated inventory, model or population-valid subset",buildings,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,fire_count,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,avg_height,Mean or median building height as named by the field,m,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,valid_pop_building_count,"Building count in the indicated inventory, model or population-valid subset",buildings,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,total_pop,Estimated total population used in the source denominator,persons,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,fire_count_pop_valid,Fire-positive building count among observations with a valid population denominator,buildings,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,Fire_per_1000_buildings,1000 × fire_count / building_count,fires per 1000 buildings,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,Per_Meter,Fire_per_1000_buildings divided by avg_height,fires per 1000 buildings per m,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure4/Fig4b_height_fire_relationship.csv,Per_Person,1000 × fire_count_pop_valid / total_pop,fires per 1000 persons,Height-bin counts and three normalized rates,Blank means unavailable or not applicable; source values are retained
figure/figure5/a/Fig5_points_EUI.csv,City,Named administrative unit represented by the row,category/text,EUI distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/a/Fig5_points_EUI.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,EUI distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/a/Fig5_points_EUI.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,EUI distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/a/Fig5_points_EUI.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),EUI distribution points,Blank means unavailable or not applicable; source values are retained
